id,application_date,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan,avg_loan_amnt,loan_frequency
2926000,2024-02-13 05:51:46.364,-3,11942774100.0,95,2030331716.6666667,2.006868131868132
2926001,2024-02-13 05:52:09.786,-3,-1.0,-3,-1.0,-1.0
2926002,2024-02-13 05:52:15.963,-3,-1.0,-3,-1.0,-1.0
2926003,2024-02-13 05:52:22.149,-3,-1.0,-3,-1.0,-1.0
2926004,2024-02-13 05:52:09.786,-3,-1.0,-3,-1.0,-1.0
2926005,2024-02-13 05:52:27.063,-3,-1.0,-3,-1.0,-1.0
2926006,2024-02-13 05:52:38.435,-3,-1.0,-3,-1.0,-1.0
2926007,2024-02-13 05:52:38.435,-3,-1.0,-3,-1.0,-1.0
2926008,2024-02-13 05:52:53.760,2,-3.0,-3,-1.0,-1.0
2926009,2024-02-13 05:52:54.568,-3,-1.0,-3,-1.0,-1.0
2926010,2024-02-13 05:52:53.760,2,-3.0,-3,-1.0,-1.0
2926011,2024-02-13 05:53:05.130,-3,-1.0,-3,-1.0,-1.0
2926012,2024-02-13 05:53:17.284,-3,-1.0,-3,-1.0,-1.0
2926013,2024-02-13 05:53:26.749,2,-3.0,-3,-1.0,-1.0
2926014,2024-02-13 05:53:26.749,2,-3.0,-3,-1.0,-1.0
2926015,2024-02-13 05:53:54.634,-3,-1.0,-3,-1.0,-1.0
2926016,2024-02-13 05:53:58.793,-3,-3.0,187,103200000.0,2.148529411764706
2926017,2024-02-13 05:54:10.516,-3,-1.0,-3,-1.0,-1.0
2926018,2024-02-13 05:53:58.793,-3,-3.0,187,103200000.0,2.148529411764706
2926019,2024-02-13 05:54:26.194,3,-3.0,378,0.0,-3.0
2926020,2024-02-13 05:54:26.194,3,-3.0,378,0.0,-3.0
2926021,2024-02-13 05:54:42.028,-3,-3.0,147,0.0,1.180129240710824
2926022,2024-02-13 05:54:42.059,-3,-1.0,-3,-1.0,-1.0
2926023,2024-02-13 05:54:42.028,-3,-3.0,147,0.0,1.180129240710824
2926024,2024-02-13 05:55:13.643,-3,2655000001.0,68,1328937333.5,3.4952153110047846
2926025,2024-02-13 05:55:15.861,-3,-1.0,-3,-1.0,-1.0
2926026,2024-02-13 05:55:13.643,-3,2655000001.0,68,1328937333.5,3.4952153110047846
2926027,2024-02-13 05:55:45.956,-3,-1.0,-3,-1.0,-1.0
2926028,2024-02-13 05:55:47.604,-3,-3.0,-3,-1.0,-1.0
2926029,2024-02-13 05:55:47.604,-3,-3.0,-3,-1.0,-1.0
2926030,2024-02-13 05:56:10.877,1,250000000.0,84,125000000.0,0.6185436071126165
2926031,2024-02-13 05:56:14.788,-3,-1.0,-3,-1.0,-1.0
2926032,2024-02-13 05:56:10.877,1,250000000.0,84,125000000.0,0.6185436071126165
2926033,2024-02-13 05:56:35.945,-3,-1.0,-3,-1.0,-1.0
2926034,2024-02-13 05:56:36.930,-3,-1.0,-3,-1.0,-1.0
2926035,2024-02-13 05:56:41.187,-3,-1.0,-3,-1.0,-1.0
2926036,2024-02-13 05:56:42.853,-3,-1.0,-3,-1.0,-1.0
2926037,2024-02-13 05:56:46.312,1,-3.0,8,4457600.0,1.376224566691786
2926038,2024-02-13 05:56:52.078,-3,-1.0,-3,-1.0,-1.0
2926039,2024-02-13 05:56:46.312,1,-3.0,8,4457600.0,1.376224566691786
2926040,2024-02-13 05:57:05.242,-3,-1.0,-3,-1.0,-1.0
2926041,2024-02-13 05:57:07.503,-3,-3.0,13,0.0,0.4372505985634477
2926042,2024-02-13 05:57:11.923,-3,-1.0,-3,-1.0,-1.0
2926043,2024-02-13 05:57:12.578,10,1046032985.0,48,523016492.5,1.4522862823061629
2926044,2024-02-13 05:57:14.443,-3,-3.0,1062,0.0,5.010288065843621
2926045,2024-02-13 05:57:17.144,1,-3.0,8,4457600.0,1.376224566691786
2926046,2024-02-13 05:57:19.458,-3,-1.0,-3,-1.0,-1.0
2926047,2024-02-13 05:57:20.258,-3,-1.0,-3,-1.0,-1.0
2926048,2024-02-13 05:57:07.503,-3,-3.0,13,0.0,0.4372505985634477
2926049,2024-02-13 05:57:23.202,-3,-1.0,-3,-1.0,-1.0
2926050,2024-02-13 05:57:23.543,-3,-1.0,-3,-1.0,-1.0
2926051,2024-02-13 05:57:12.578,10,1046032985.0,48,523016492.5,1.4522862823061629
2926052,2024-02-13 05:57:14.443,-3,-3.0,1062,0.0,5.010288065843621
2926053,2024-02-13 05:57:17.144,1,-3.0,8,4457600.0,1.376224566691786
2926054,2024-02-13 05:57:32.805,-3,-1.0,-3,-1.0,-1.0
2926055,2024-02-13 05:57:34.908,-3,-1.0,-3,-1.0,-1.0
2926056,2024-02-13 05:57:35.231,-3,-3.0,13,0.0,0.4372505985634477
2926057,2024-02-13 05:57:36.791,-3,-1.0,-3,-1.0,-1.0
2926058,2024-02-13 05:57:44.524,10,1046032985.0,48,523016492.5,1.4522862823061629
2926059,2024-02-13 05:57:48.491,-3,-1.0,-3,-1.0,-1.0
2926060,2024-02-13 05:57:35.231,-3,-3.0,13,0.0,0.4372505985634477
2926061,2024-02-13 05:57:49.945,-3,-1.0,-3,-1.0,-1.0
2926062,2024-02-13 05:57:51.954,-3,-1.0,-3,-1.0,-1.0
2926063,2024-02-13 05:57:44.524,10,1046032985.0,48,523016492.5,1.4522862823061629
2926064,2024-02-13 05:58:04.132,-3,-1.0,-3,-1.0,-1.0
2926065,2024-02-13 05:58:07.693,-3,-1.0,-3,-1.0,-1.0
2926066,2024-02-13 05:58:15.374,-3,7269311925.0,1557,1453862385.0,2.623922413793103
2926067,2024-02-13 05:58:21.526,-3,-1.0,-3,-1.0,-1.0
2926068,2024-02-13 05:58:23.049,-3,-1.0,-3,-1.0,-1.0
2926069,2024-02-13 05:58:23.326,6,3055510510.0,15,662930250.8,67.63888888888889
2926070,2024-02-13 05:58:15.374,-3,7269311925.0,1557,1453862385.0,2.623922413793103
2926071,2024-02-13 05:58:23.326,6,3055510510.0,15,662930250.8,67.63888888888889
2926072,2024-02-13 05:58:49.357,-3,-1.0,-3,-1.0,-1.0
2926073,2024-02-13 05:58:55.118,-3,-1.0,-3,-1.0,-1.0
2926074,2024-02-13 05:59:03.138,-3,-1.0,-3,-1.0,-1.0
2926075,2024-02-13 05:59:04.569,-3,967499164.0,172,322499721.3333333,1.5564630681818181
2926076,2024-02-13 05:58:49.357,-3,-1.0,-3,-1.0,-1.0
2926077,2024-02-13 05:59:05.777,-3,-1.0,-3,-1.0,-1.0
2926078,2024-02-13 05:59:09.575,-3,-1.0,-3,-1.0,-1.0
2926079,2024-02-13 05:59:16.868,-3,-1.0,-3,-1.0,-1.0
2926080,2024-02-13 05:59:03.138,-3,-1.0,-3,-1.0,-1.0
2926081,2024-02-13 05:59:04.569,-3,967499164.0,172,322499721.3333333,1.5564630681818181
2926082,2024-02-13 05:59:20.535,-3,-1.0,-3,-1.0,-1.0
2926083,2024-02-13 05:59:25.468,-3,-1.0,-3,-1.0,-1.0
2926084,2024-02-13 05:59:16.868,-3,-1.0,-3,-1.0,-1.0
2926085,2024-02-13 05:59:40.321,-3,-1.0,-3,-1.0,-1.0
2926086,2024-02-13 05:59:42.541,-3,-1.0,-3,-1.0,-1.0
2926087,2024-02-13 05:59:42.541,-3,-1.0,-3,-1.0,-1.0
2926088,2024-02-13 05:59:57.230,-3,259607921.0,267,43267986.833333336,1.2883597883597884
2926089,2024-02-13 05:59:57.230,-3,259607921.0,267,43267986.833333336,1.2883597883597884
2926090,2024-02-13 06:00:22.025,-3,297334099.0,257,148667049.5,0.6169763513513513
2926091,2024-02-13 06:00:27.035,-3,-1.0,-3,-1.0,-1.0
2926092,2024-02-13 06:00:22.025,-3,297334099.0,257,148667049.5,0.6169763513513513
2926093,2024-02-13 06:00:38.495,-3,-1.0,-3,-1.0,-1.0
2926094,2024-02-13 06:00:51.515,-3,297334099.0,257,148667049.5,0.6169763513513513
2926095,2024-02-13 06:00:53.030,-3,-1.0,-3,-1.0,-1.0
2926096,2024-02-13 06:00:51.515,-3,297334099.0,257,148667049.5,0.6169763513513513
2926097,2024-02-13 06:01:05.106,-3,-1.0,-3,-1.0,-1.0
2926098,2024-02-13 06:01:15.958,-3,-1.0,-3,-1.0,-1.0
2926099,2024-02-13 06:01:43.661,-3,-1.0,-3,-1.0,-1.0
2926100,2024-02-13 06:01:44.591,-3,-1.0,-3,-1.0,-1.0
2926101,2024-02-13 06:01:47.495,-3,2845763433.0,146,460720429.125,1.8415966386554623
2926102,2024-02-13 06:01:47.495,-3,2845763433.0,146,460720429.125,1.8415966386554623
2926103,2024-02-13 06:02:12.230,-3,-1.0,-3,-1.0,-1.0
2926104,2024-02-13 06:02:15.113,3,737240233.0,8,233973372.16666666,3.13327205882353
2926105,2024-02-13 06:02:15.791,2,-3.0,-3,-1.0,-1.0
2926106,2024-02-13 06:02:20.188,-3,-1.0,-3,-1.0,-1.0
2926107,2024-02-13 06:02:15.791,2,-3.0,-3,-1.0,-1.0
2926108,2024-02-13 06:02:30.622,-3,-1.0,-3,-1.0,-1.0
2926109,2024-02-13 06:02:15.113,3,737240233.0,8,233973372.16666666,3.13327205882353
2926110,2024-02-13 06:02:33.237,-3,-1.0,-3,-1.0,-1.0
2926111,2024-02-13 06:02:33.452,-3,297334099.0,257,148667049.5,0.6169763513513513
2926112,2024-02-13 06:02:40.394,-3,-1.0,-3,-1.0,-1.0
2926113,2024-02-13 06:02:42.656,2,-3.0,-3,-1.0,-1.0
2926114,2024-02-13 06:02:33.452,-3,297334099.0,257,148667049.5,0.6169763513513513
2926115,2024-02-13 06:02:43.786,-3,18187711912.0,817,6062570637.333333,2.6595873786407767
2926116,2024-02-13 06:02:43.829,-3,-1.0,-3,-1.0,-1.0
2926117,2024-02-13 06:02:50.882,-3,-3.0,13,0.0,0.4372505985634477
2926118,2024-02-13 06:02:51.400,-3,-1.0,-3,-1.0,-1.0
2926119,2024-02-13 06:02:53.704,-3,-1.0,-3,-1.0,-1.0
2926120,2024-02-13 06:02:42.656,2,-3.0,-3,-1.0,-1.0
2926121,2024-02-13 06:02:55.176,-3,-1.0,-3,-1.0,-1.0
2926122,2024-02-13 06:02:56.261,-3,-1.0,-3,-1.0,-1.0
2926123,2024-02-13 06:02:50.882,-3,-3.0,13,0.0,0.4372505985634477
2926124,2024-02-13 06:02:43.786,-3,18187711912.0,817,6062570637.333333,2.6595873786407767
2926125,2024-02-13 06:03:03.145,-3,-1.0,-3,-1.0,-1.0
2926126,2024-02-13 06:03:04.853,-3,-1.0,-3,-1.0,-1.0
2926127,2024-02-13 06:03:13.839,-3,-1.0,-3,-1.0,-1.0
2926128,2024-02-13 06:03:17.932,-3,-1.0,-3,-1.0,-1.0
2926129,2024-02-13 06:03:19.138,-3,18187711912.0,817,6062570637.333333,2.6595873786407767
2926130,2024-02-13 06:03:25.123,-3,-1.0,-3,-1.0,-1.0
2926131,2024-02-13 06:03:27.839,-3,-1.0,-3,-1.0,-1.0
2926132,2024-02-13 06:03:29.179,-3,-1.0,-3,-1.0,-1.0
2926133,2024-02-13 06:03:19.138,-3,18187711912.0,817,6062570637.333333,2.6595873786407767
2926134,2024-02-13 06:03:34.403,-3,-3.0,1359,0.0,2.3794788273615635
2926135,2024-02-13 06:03:25.123,-3,-1.0,-3,-1.0,-1.0
2926136,2024-02-13 06:03:38.543,-3,-1.0,-3,-1.0,-1.0
2926137,2024-02-13 06:03:38.695,-3,-1.0,-3,-1.0,-1.0
2926138,2024-02-13 06:03:39.710,10,1046032985.0,48,523016492.5,1.4522862823061629
2926139,2024-02-13 06:03:34.403,-3,-3.0,1359,0.0,2.3794788273615635
2926140,2024-02-13 06:03:49.625,-3,-1.0,-3,-1.0,-1.0
2926141,2024-02-13 06:03:39.710,10,1046032985.0,48,523016492.5,1.4522862823061629
2926142,2024-02-13 06:03:54.056,-3,-1.0,-3,-1.0,-1.0
2926143,2024-02-13 06:03:59.048,-3,-1.0,-3,-1.0,-1.0
2926144,2024-02-13 06:03:59.460,-3,-3.0,1639,0.0,-3.0
2926145,2024-02-13 06:03:59.980,-3,-1.0,-3,-1.0,-1.0
2926146,2024-02-13 06:04:01.300,-3,-3.0,1359,0.0,2.3794788273615635
2926147,2024-02-13 06:04:03.579,-3,-1.0,-3,-1.0,-1.0
2926148,2024-02-13 06:04:04.769,-3,-1.0,-3,-1.0,-1.0
2926149,2024-02-13 06:04:07.101,-3,-1.0,-3,-1.0,-1.0
2926150,2024-02-13 06:03:59.980,-3,-1.0,-3,-1.0,-1.0
2926151,2024-02-13 06:04:01.300,-3,-3.0,1359,0.0,2.3794788273615635
2926152,2024-02-13 06:03:59.460,-3,-3.0,1639,0.0,-3.0
2926153,2024-02-13 06:04:15.989,-3,-1.0,-3,-1.0,-1.0
2926154,2024-02-13 06:04:16.038,-3,-1.0,-3,-1.0,-1.0
2926155,2024-02-13 06:04:25.377,-3,505555560.0,309,505555560.0,-3.0
2926156,2024-02-13 06:04:29.153,-3,-3.0,1639,0.0,-3.0
2926157,2024-02-13 06:04:30.885,-3,-1.0,-3,-1.0,-1.0
2926158,2024-02-13 06:04:32.091,-3,-1.0,-3,-1.0,-1.0
2926159,2024-02-13 06:04:40.516,1,-3.0,-3,-1.0,-1.0
2926160,2024-02-13 06:04:29.153,-3,-3.0,1639,0.0,-3.0
2926161,2024-02-13 06:04:25.377,-3,505555560.0,309,505555560.0,-3.0
2926162,2024-02-13 06:04:42.708,-3,-1.0,-3,-1.0,-1.0
2926163,2024-02-13 06:04:43.111,-3,-1.0,-3,-1.0,-1.0
2926164,2024-02-13 06:04:45.183,-3,-1.0,-3,-1.0,-1.0
2926165,2024-02-13 06:04:53.623,-3,-1.0,-3,-1.0,-1.0
2926166,2024-02-13 06:04:54.827,-3,505555560.0,309,505555560.0,-3.0
2926167,2024-02-13 06:04:40.516,1,-3.0,-3,-1.0,-1.0
2926168,2024-02-13 06:04:56.113,-3,-1.0,-3,-1.0,-1.0
2926169,2024-02-13 06:04:56.569,-3,-1.0,-3,-1.0,-1.0
2926170,2024-02-13 06:04:54.827,-3,505555560.0,309,505555560.0,-3.0
2926171,2024-02-13 06:05:09.883,-3,-1.0,-3,-1.0,-1.0
2926173,2024-02-13 06:05:24.987,-3,-3.0,-3,-1.0,-1.0
2926174,2024-02-13 06:05:28.316,-3,-1.0,-3,-1.0,-1.0
2926176,2024-02-13 06:05:33.511,-3,-1.0,-3,-1.0,-1.0
2926177,2024-02-13 06:05:24.987,-3,-3.0,-3,-1.0,-1.0
2926178,2024-02-13 06:05:39.365,-3,-1.0,-3,-1.0,-1.0
2926179,2024-02-13 06:06:00.071,-3,-1.0,-3,-1.0,-1.0
2926180,2024-02-13 06:06:01.101,-3,-3.0,-3,-1.0,-1.0
2926181,2024-02-13 06:06:10.451,-3,-1.0,-3,-1.0,-1.0
2926182,2024-02-13 06:06:10.693,-3,-3.0,1359,0.0,2.3794788273615635
2926183,2024-02-13 06:06:01.101,-3,-3.0,-3,-1.0,-1.0
2926184,2024-02-13 06:06:15.119,2,1766563873.0,155,588854624.3333334,0.8282312925170068
2926185,2024-02-13 06:06:10.693,-3,-3.0,1359,0.0,2.3794788273615635
2926186,2024-02-13 06:06:15.119,2,1766563873.0,155,588854624.3333334,0.8282312925170068
2926187,2024-02-13 06:06:33.068,-3,-1.0,-3,-1.0,-1.0
2926188,2024-02-13 06:06:35.049,-3,-1.0,-3,-1.0,-1.0
2926189,2024-02-13 06:06:41.451,2,-3.0,-3,-1.0,-1.0
2926190,2024-02-13 06:06:49.205,-3,-1.0,-3,-1.0,-1.0
2926191,2024-02-13 06:06:41.451,2,-3.0,-3,-1.0,-1.0
2926192,2024-02-13 06:07:00.067,-3,-1.0,-3,-1.0,-1.0
2926193,2024-02-13 06:07:04.529,-3,1930703189.0,49,386140637.8,1.0755300353356891
2926194,2024-02-13 06:07:04.529,-3,1930703189.0,49,386140637.8,1.0755300353356891
2926195,2024-02-13 06:07:21.736,2,-3.0,-3,-1.0,-1.0
2926196,2024-02-13 06:07:21.736,2,-3.0,-3,-1.0,-1.0
2926197,2024-02-13 06:08:55.556,-3,-1.0,-3,-1.0,-1.0
2926198,2024-02-13 06:09:22.836,-3,-1.0,-3,-1.0,-1.0
2926199,2024-02-13 06:09:26.994,-3,217320883.0,729,108660441.5,0.6970419847328244
2926200,2024-02-13 06:09:31.020,-3,-1.0,-3,-1.0,-1.0
2926201,2024-02-13 06:09:26.994,-3,217320883.0,729,108660441.5,0.6970419847328244
2926202,2024-02-13 06:09:42.309,-3,-1.0,-3,-1.0,-1.0
2926203,2024-02-13 06:09:42.929,-3,-1.0,-3,-1.0,-1.0
2926204,2024-02-13 06:09:48.104,-3,-1.0,-3,-1.0,-1.0
2926205,2024-02-13 06:09:54.210,-3,217320883.0,729,108660441.5,0.6970419847328244
2926206,2024-02-13 06:09:54.306,-3,-1.0,-3,-1.0,-1.0
2926207,2024-02-13 06:09:55.661,-3,-1.0,-3,-1.0,-1.0
2926208,2024-02-13 06:09:57.024,-3,-1.0,-3,-1.0,-1.0
2926209,2024-02-13 06:10:00.403,-3,-1.0,-3,-1.0,-1.0
